% Model,SOFC - BV-MS.mph
% Version,COMSOL 6.2.0.339
% Date,"Jan 31 2024, 20:39"
% Table,"Solution 1/Stationary Solver 5, Segregated solver - "
% Iteration number,Error: Current Distribution,"Error: Velocity U_a, Pressure P_a",Error: Mass Fractions,"Error: Velocity U_f, Pressure P_f",Error: Mass Fractions (2)
124,6.546417993314783E-4,0.0323856444978055,6.780103339976618E-4,0.02573997033560277,0.011947623330048406
125,5.532423954245934E-4,0.016925444621314446,5.521317141722755E-4,0.012478375918225957,0.00993212563759839
126,4.6957718010523264E-4,0.008349894396510602,4.86523204516135E-4,0.006998616754042021,0.008280046708679555
127,3.9761154914169904E-4,0.004091841325776082,4.284772778934592E-4,0.005654204994115901,0.006917718139298613
128,3.366423745292976E-4,0.0022992379189464888,3.7731573243122334E-4,0.005390182060449208,0.005789821628851071
129,2.849569954893914E-4,0.0017858345065273513,3.323939870118795E-4,0.005106949756041596,0.0048528219931165935
130,2.411390831871059E-4,0.001659090404122987,2.9295518708730297E-4,0.004679243949249628,0.004072220379395742
131,2.039985337997624E-4,0.0015587764032494052,2.5837933797899314E-4,0.004175237727223104,0.003420453665770749
132,1.725282337568376E-4,0.0014305583892605179,2.2801086957714681E-4,0.0036592053683192037,0.002875262008077536
133,1.4587266964495105E-4,0.0012861823056473873,2.01368663810398E-4,0.003168007911204262,0.00241855843530456
134,1.2330437723082082E-4,0.0011407374457982154,1.7793479514773513E-4,0.0027182492590324264,0.0020355154618840773
135,1.0420401272121954E-4,0.0010035158422145108,1.5735326718761797E-4,0.0023181256397493506,0.0017139277915017904
136,8.80443975034486E-5,8.78686176113499E-4,1.3921956897336438E-4,0.0019693363369346737,0.0014437053373146046
137,7.437722699048275E-5,7.676032702779912E-4,1.2327272283368834E-4,0.0016688625415098878,0.0012164831866890136
138,6.282126023984972E-5,6.700370519573941E-4,1.0919905219461115E-4,0.0014123949916562235,9.204537873232637E-4
139,4.2193573198752434E-5,5.683700112499395E-4,9.701905116534216E-5,0.0010699435910454754,8.056260295379634E-4
140,3.69729575943012E-5,4.915049618765449E-4,8.620068555795133E-5,8.637021452017763E-4,7.048204973802459E-4
NaN,NaN,NaN,NaN,NaN,NaN
141,0.07125729142614777,0.15872527444328133,0.0011665108874307716,0.09566556349990762,0.0157954880951965
142,0.0011204095827744532,0.09041206031635236,7.617994684802046E-4,0.06406287445180336,0.013787873655992005
143,7.968389969771619E-4,0.04911723371849107,6.139850221972626E-4,0.03510430323470918,0.011589783213841149
144,6.907627242618206E-4,0.02428357009349619,5.366956319841856E-4,0.017529679123776738,0.009778288260318426
145,5.984420824230468E-4,0.011037875561632706,4.6828783096546485E-4,0.009271753065398937,0.00827379329725544
146,5.183653427190889E-4,0.0048752024448170846,4.08227561516559E-4,0.007256925252053025,0.007017719800584205
147,4.4879254712399476E-4,0.0032667272119829833,3.5575557915874665E-4,0.007182918700839576,0.005964608101815423
148,3.8834182161618617E-4,0.0034033434112845477,3.100245026403096E-4,0.007000883843340491,0.005078331353177912
149,3.358387157506939E-4,0.0035047527614764386,2.7022332079601756E-4,0.0065121965810902545,0.004330048944781936
150,2.902678198856889E-4,0.003380330642321945,2.3560172445883003E-4,0.005879266570921738,0.0036966069523620814
151,2.5074504149041475E-4,0.0031228044572904463,2.0548642252374205E-4,0.005209801229999238,0.00315917504389699
152,2.1649598249516114E-4,0.002812033272511609,1.7928973689473033E-4,0.004562473705763641,0.0027023237163490586
153,1.86840668292672E-4,0.0024940552718428636,1.564960692035857E-4,0.003963200314834719,0.0023133460898964978
154,1.6118236325850813E-4,0.0021916413344879693,1.3665154571814635E-4,0.00342773837300302,0.0019816998764903
155,1.3899778304789651E-4,0.001914820232715525,1.1936303129436712E-4,0.002955719456016382,0.0016985871217700163
156,1.19828385799432E-4,0.0016668301311968327,1.0429554581094347E-4,0.0025447869888370967,0.0014566567093747052
157,1.032737742680803E-4,0.0014474934364898974,9.116157770050045E-5,0.0021893702695780057,0.0012497317068262729
158,8.8984410334645E-5,0.0012550481388072933,7.970798012325654E-5,0.0018830264611093496,9.632266045745714E-4
159,6.1004642622128214E-5,0.0010272993066793618,7.00610128313876E-5,0.0014421518116517124,8.547718680018652E-4
160,5.4265688065156205E-5,8.656455846365592E-4,6.157281330805128E-5,0.0011827242635608396,7.583775354811455E-4
161,4.827002137410439E-5,7.430169533626503E-4,5.410069569782799E-5,0.0010103391229870837,6.729451520799447E-4
162,4.293148196601441E-5,6.451262031615111E-4,4.7522527105144095E-5,8.825993987040281E-4,5.972428275637363E-4
NaN,NaN,NaN,NaN,NaN,NaN
163,0.06556449057003504,0.28236612192302357,9.641141104213938E-4,0.15574837240216977,0.014109564096752753
164,0.0013241867179342873,0.17674031324085726,7.297540083928796E-4,0.10299744744098306,0.012334357250144026
165,0.0010255753423832814,0.10006324361707283,5.756730997006562E-4,0.05915938603841094,0.010469555208107578
166,9.115832980087663E-4,0.04689531146240765,4.943349285459046E-4,0.029265940681928823,0.00892313948083565
167,8.093919229500109E-4,0.01764302181620852,4.233847895186926E-4,0.01387606204238502,0.007628034971193063
168,7.17982786521712E-4,0.008425300125610819,3.618690117025968E-4,0.01018939045852268,0.006537338281786731
169,6.36108479710435E-4,0.010971614862679464,3.0875354393944583E-4,0.010865280211346211,0.005614979023608819
170,5.628452610823554E-4,0.012663168702632054,2.630129862995282E-4,0.011259082834137108,0.004832110855550742
171,4.973914185234173E-4,0.012764286892473636,2.2368491432709424E-4,0.010832613165706191,0.0041654552114606695
172,4.3901829099936263E-4,0.012035448459390096,1.8991556103480496E-4,0.009939679115862202,0.0035961114972040305
173,3.870550227508635E-4,0.010964434414515927,1.6094989225489935E-4,0.008927527337589955,0.0031086515673092287
174,3.4088198672576795E-4,0.009801551328867487,1.3612653546567557E-4,0.007919699230020916,0.0026903697333218444
175,2.999256650567765E-4,0.00866761517626396,1.148696962984033E-4,0.006979719455307135,0.0023307447795983837
176,2.6365675428879925E-4,0.007616830418562728,9.6687118127941E-5,0.0061236125352048315,0.002021012756930256
177,2.3158806828892586E-4,0.006667932562008633,8.115704291631286E-5,0.005351843710861996,0.001753841315361297
178,2.032734204812399E-4,0.005823421771569383,6.79148467461476E-5,0.004662595408489849,0.0015230631062921611
179,1.7830555918851631E-4,0.005078606462099319,5.6637819925606245E-5,0.004055088987280086,0.0013234778478792395
180,1.5631457667340018E-4,0.004425088515525274,4.704840632837075E-5,0.0035276254707734423,0.0011506820698651964
181,1.3696578446431622E-4,0.0038535142421624777,3.8907425452645525E-5,0.0030680192387934997,8.994175810839977E-4
182,9.550889106042069E-5,0.0031130453337896128,3.255278503513591E-5,0.0023648858269416993,8.062784543911536E-4
183,8.601699464812516E-5,0.002604834998169762,2.710209832368345E-5,0.001961450523215949,7.228090011683262E-4
184,7.74714702800481E-5,0.002232029382818191,2.2431365199442297E-5,0.0016949878320232155,6.481794960267544E-4
185,4.227933949818053E-5,0.001676655429461589,1.903627096631669E-5,0.0012072595623599605,6.077387738649845E-4
186,3.971344139402715E-5,0.0013429338024568878,1.6082045249642432E-5,9.527919548960353E-4,5.696840084891864E-4
